,x1,x2,x3,x4,label,raw
0,-10.488860998942837,-0.49519133142379457,0.22097399127915696,-7.4990807944698945,0,0
1,-8.851889744673368,-2.9345851045945035,-6.4531146007274955,6.8133115623256115,1,2
2,8.802324820855805,-9.016165108134171,3.8924781045299666,2.3489454872148534,1,3
3,-6.2697883478169105,-5.827668437934652,-0.9783905687346075,-6.28940428002655,0,1
4,-8.664883651793094,-4.048578791773406,-5.4924299239240995,8.793821722978267,1,2
5,9.8979032253298,-11.062653017726598,5.053635922166317,2.0368824533033605,1,3
6,-5.664449481770077,-5.577014094994237,-0.7009277104151662,-4.1068696327436065,0,1
7,-8.606855171714678,0.6470058293805694,1.0187058846937884,-8.007564846203719,0,0
8,-8.594166367520785,-2.7602485512306267,-6.111139480232186,8.429494671955734,1,2
9,-9.842922927649433,-0.16660830957201198,-0.17699307312266296,-6.814494261656566,0,0
10,-6.053409082774018,-5.355921063323586,-1.9384666009139284,-4.791501435924433,0,1
11,-8.649748524323414,-7.68271999734749,-2.6674586519235755,-5.305824990079128,0,1
12,-6.045719701441898,-5.580758231636546,-1.4271925198165032,-6.271427384258901,0,1
13,-9.225250105225243,-2.754534050936206,-7.292749885512344,8.173641238857378,1,2
14,-8.17956382780419,-4.828300767029866,-1.3550378558489289,-5.318802479994536,0,1
15,-7.94167246188756,-0.7440607104655251,-0.05644603214380014,-7.717692308152731,0,0
16,8.757311281257374,-9.317134093257957,3.90348406265593,0.7627369382330312,1,3
17,-7.78911738103261,-1.633373609757828,-6.235403707237035,7.822411615305955,1,2
18,10.10270137361814,-9.105008702045538,6.238105615118294,0.7311554005061938,1,3
19,7.906993315515644,-10.311953301792796,4.133211527771304,1.3387102263903738,1,3
20,-8.239855197322779,1.4738802507834474,-0.691516959086895,-8.710247546668269,0,0
21,-9.454133277505939,-0.6749936694623195,0.35392669550987205,-5.666571970268299,0,0
22,7.781254719772611,-9.462492383984026,4.851198607600682,1.999191673412066,1,3
23,-10.006587315928737,0.7189380779927231,0.09448635699954716,-8.75018124003661,0,0
24,9.477437696749295,-9.477442747743414,4.120215922431439,1.201305195594488,1,3
25,-8.349973040640755,0.43633196768568233,-0.19137454456652309,-8.304935923808912,0,0
26,-7.8481721958462805,-4.711261192695635,-2.1910079965195086,-4.819515871966911,0,1
27,-9.64489652149624,-2.738800427315601,-6.89308740790541,6.309742290923969,1,2
28,9.053466468799291,-8.98079321839139,1.9090261222956069,1.175567280076246,1,3
29,9.215861261154616,-9.429721294449461,3.3953129524999226,1.0847459575158416,1,3
30,9.19228975974231,-8.701316895224247,5.569155306421795,1.0750700987259048,1,3
31,-8.072037692331243,-5.000219222110285,0.029497682672591452,-4.832543740020733,0,1
32,-6.969873231087131,-6.063547690998742,-0.8797794328365208,-3.7260111955383475,0,1
33,-6.880188173351935,-4.959716689493588,-0.6367875492281656,-4.977918438563486,0,1
34,-7.544496234617435,-5.60051524576752,-2.2263146711033572,-5.592111709559868,0,1
35,-10.766993068535005,0.16452141196142414,0.3402362910613867,-6.452969822603208,0,0
36,-9.774821960983692,-0.36054444673819624,0.1403546510420735,-7.830833926304626,0,0
37,-7.029729236978382,-2.5011135414954038,-6.337942121320298,6.186894199006971,1,2
38,-7.131940580329688,-5.176038577545221,-1.2667550535967953,-4.925937717521755,0,1
39,-10.995189800253483,-1.0544929086072046,-2.2951039297007694,-6.201854245388334,0,0
40,-10.98243704564133,0.5157992077303755,0.029630689879146077,-7.374701796296586,0,0
41,-7.756460631947096,-6.242391985727001,-1.4002487954357319,-5.854583075919461,0,1
42,-10.21762550842631,0.611060180365813,-0.11113596265972064,-7.194381733679738,0,0
43,8.739981031420752,-8.621038463367643,3.357634338195653,2.0163146549455124,1,3
